Date,Open,High,Low,Close,Adj Close,Volume,RSI,MACD,MACD_Signal,MACD_Hist,Ticker
2022-09-27,12.506999969482422,12.736000061035156,12.258000373840332,12.413000106811523,12.402721405029297,553854000,31.432391525623608,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-09-28,12.40999984741211,12.822999954223633,12.354000091552734,12.736000061035156,12.725451469421387,542414000,35.76094718740102,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-09-29,12.447999954223633,12.5,11.946000099182129,12.220000267028809,12.209880828857422,532763000,32.257566319162144,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-09-30,12.086999893188477,12.633000373840332,12.074999809265137,12.138999938964844,12.128947257995605,565638000,31.73203548175701,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-03,12.347000122070312,12.678000450134277,12.104999542236328,12.51200008392334,12.501638412475586,547478000,36.83529858910428,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-04,12.878999710083008,13.220000267028809,12.878999710083008,13.166999816894531,13.156097412109375,584182000,44.658724527429435,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-05,12.91100025177002,13.321000099182129,12.621000289916992,13.208999633789062,13.1980619430542,507131000,45.12803902107951,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-06,13.220000267028809,13.656000137329102,13.102999687194824,13.130000114440918,13.11912727355957,644157000,44.36591443033861,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-07,12.505000114440918,12.670000076293945,12.022000312805176,12.076000213623047,12.065999031066895,672478000,35.702662861096435,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-10,12.036999702453613,12.12399959564209,11.407999992370605,11.670000076293945,11.660335540771484,698699000,33.02734467770173,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-11,11.560999870300293,11.845999717712402,11.282999992370605,11.586000442504883,11.57640552520752,667482000,32.484977624377045,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-12,11.579000473022461,11.734999656677246,11.345000267028809,11.5,11.490477561950684,492590000,31.90725802415346,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-13,10.970999717712402,12.07800006866455,10.812999725341797,11.960000038146973,11.950096130371094,850103000,38.234604573337045,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-14,12.057000160217285,12.111000061035156,11.204000473022461,11.22700023651123,11.217702865600586,713432000,32.97622002005024,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-17,11.517999649047852,11.947999954223633,11.517000198364258,11.887999534606934,11.878154754638672,580774000,40.87321448906774,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-18,12.343999862670898,12.491999626159668,11.618000030517578,11.967000007629395,11.9570894241333,659362000,41.75648527804638,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-19,11.878999710083008,12.350000381469727,11.833999633789062,12.050999641418457,12.041020393371582,523131000,42.736028155443854,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-20,12.11299991607666,12.769000053405762,12.104999542236328,12.194000244140625,12.183902740478516,652398000,44.44885725336312,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-21,12.097999572753906,12.498000144958496,11.88700008392334,12.465999603271484,12.455676078796387,609494000,47.65597131672319,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-24,12.508000373840332,12.710000038146973,12.064000129699707,12.598999977111816,12.588566780090332,517457000,49.20034307973554,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-25,12.694000244140625,13.300000190734863,12.663999557495117,13.26099967956543,13.250019073486328,505482000,56.137309476664285,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-26,12.869000434875488,13.387999534606934,12.708000183105469,12.895999908447266,12.885320663452148,532953000,51.92693269123307,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-27,13.630000114440918,13.838000297546387,13.121999740600586,13.175999641418457,13.165087699890137,583113000,54.73179989075932,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-28,13.104000091552734,13.850000381469727,13.060999870300293,13.833999633789062,13.82254409790039,521040000,60.55609450323728,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-10-31,13.777999877929688,13.838000297546387,13.29699993133545,13.496999740600586,13.485822677612305,486341000,56.54353382225805,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-01,13.810999870300293,13.925000190734863,13.519000053405762,13.543000221252441,13.53178596496582,432817000,56.96273807337946,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-02,13.850000381469727,14.210000038146973,13.211000442504883,13.218999862670898,13.208053588867188,672628000,53.07890104308919,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-03,13.043000221252441,13.781000137329102,12.956000328063965,13.420999526977539,13.409884452819824,500065000,55.132844657728725,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-04,13.986000061035156,14.229000091552734,13.696999549865723,14.156000137329102,14.144277572631836,612576000,61.70211155614664,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-07,14.227999687194824,14.411999702453613,13.954000473022461,14.300999641418457,14.289156913757324,410061000,62.85748705995056,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-08,14.800999641418457,14.890999794006348,14.215999603271484,14.60200023651123,14.589906692504883,595292000,65.20420356451083,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-09,14.161999702453613,14.211000442504883,13.758999824523926,13.776000022888184,13.764593124389648,454414000,54.944972854109956,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-10,14.800000190734863,15.77299976348877,14.54699993133545,15.75,15.736958503723145,700819000,67.93099957566628,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-11,15.807000160217285,16.388999938964844,15.482000350952148,16.32699966430664,16.313480377197266,655487000,70.59856266293623,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-14,16.218000411987305,16.540000915527344,15.92199993133545,16.295000076293945,16.281503677368164,527852000,70.24956187647112,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-15,16.722000122070312,16.99799919128418,16.381999969482422,16.666000366210938,16.652196884155273,545876000,71.97908886986134,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-16,16.16200065612793,16.36199951171875,15.873000144958496,15.90999984741211,15.896824836730957,649547000,63.835284957730146,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-17,15.71500015258789,16.266000747680664,15.53499984741211,15.677000045776367,15.664016723632812,710894000,61.52487091534203,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-18,15.965999603271484,16.00200080871582,15.119999885559082,15.409000396728516,15.396240234375,492072000,58.88491645838297,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-21,15.147000312805176,15.47700023651123,15.079999923706055,15.317000389099121,15.304317474365234,404739000,57.965413807673194,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-22,15.32800006866455,16.058000564575195,15.121999740600586,16.038000106811523,16.02471923828125,472866000,62.86006727262688,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-23,16.097999572753906,16.527000427246094,16.04800033569336,16.518999099731445,16.505319595336914,427241000,65.72726529458738,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-25,16.31800079345703,16.48699951171875,16.172000885009766,16.270000457763672,16.256528854370117,167934000,63.01520450149427,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-28,16.025999069213867,16.35700035095215,15.725000381469727,15.82699966430664,15.81389331817627,303741000,58.39834551901195,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-29,15.82699966430664,15.932000160217285,15.520000457763672,15.638999938964844,15.626049995422363,298384000,56.50628337378941,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-11-30,15.696999549865723,16.93000030517578,15.597000122070312,16.92300033569336,16.91330909729004,565298000,64.87632207589887,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-01,16.999000549316406,17.264999389648438,16.635000228881836,17.135000228881836,17.12519073486328,470977000,66.03842329752604,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-02,16.659000396728516,16.933000564575195,16.44499969482422,16.875999450683594,16.866336822509766,371389000,63.28365159789269,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-05,16.679000854492188,16.9950008392334,16.472000122070312,16.610000610351562,16.600492477416992,352255000,60.492681946305424,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-06,16.530000686645508,16.572999954223633,15.819000244140625,15.987000465393066,15.977849006652832,352694000,54.437153118230896,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-07,15.772000312805176,16.18600082397461,15.666999816894531,16.1200008392334,16.11077308654785,372388000,55.46216231512416,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-08,16.273000717163086,17.179000854492188,15.958999633789062,17.16900062561035,17.1591739654541,515456000,62.60730490007744,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-09,17.15999984741211,17.58300018310547,16.975000381469727,17.000999450683594,16.991268157958984,465338000,60.92162596351994,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-12,17.03700065612793,17.538000106811523,16.797000885009766,17.53499984741211,17.524961471557617,457328000,64.2193340885049,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-13,18.5310001373291,18.790000915527344,17.711000442504883,18.07200050354004,18.061655044555664,656589000,67.2154769586062,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-14,17.98699951171875,18.25200080871582,17.420000076293945,17.673999786376953,17.663883209228516,496888000,63.00453157620571,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-15,17.145999908447266,17.31999969482422,16.700000762939453,16.95199966430664,16.94229507446289,478542000,56.13422447288182,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-16,16.86400032043457,17.041000366210938,16.40999984741211,16.570999145507812,16.561511993408203,478232000,52.85860786898528,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-19,16.57200050354004,16.608999252319336,16.145000457763672,16.253999710083008,16.244691848754883,354039000,50.23218292994684,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-20,16.06399917602539,16.309999465942383,15.85200023651123,16.084999084472656,16.07579231262207,403260000,48.838930140371836,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-21,16.11400032043457,16.62700080871582,16.101999282836914,16.500999450683594,16.491552352905273,325025000,52.3429391058879,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-22,16.0939998626709,16.13800048828125,14.881999969482422,15.33899974822998,15.330218315124512,565045000,43.40116036727515,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-23,15.196000099182129,15.33899974822998,14.883000373840332,15.206000328063965,15.197295188903809,349326000,42.50611380485082,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-27,15.074000358581543,15.100000381469727,14.055999755859375,14.121000289916992,14.112916946411133,464902000,35.986160443095706,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-28,13.927000045776367,14.26200008392334,13.883999824523926,14.03600025177002,14.02796459197998,351066000,35.52641386040218,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-29,14.402000427246094,14.682999610900879,14.22700023651123,14.602999687194824,14.59463882446289,354923000,40.94616440570474,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2022-12-30,14.333999633789062,14.628999710083008,14.232999801635742,14.61400032043457,14.605633735656738,310490000,41.049703225168855,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-03,14.85099983215332,14.996000289916992,14.095999717712402,14.3149995803833,14.306803703308105,401277000,39.045835372294505,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-04,14.567000389099121,14.852999687194824,14.241000175476074,14.74899959564209,14.740556716918945,431324000,43.36727712987773,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-05,14.491000175476074,14.564000129699707,14.14799976348877,14.265000343322754,14.25683307647705,389168000,39.96445820508467,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-06,14.473999977111816,15.010000228881836,14.034000396728516,14.859000205993652,14.850493431091309,405044000,45.605484618223215,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-09,15.284000396728516,16.055999755859375,15.140999794006348,15.628000259399414,15.619053840637207,504231000,51.90586186103228,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-10,15.506999969482422,15.961999893188477,15.472000122070312,15.909000396728516,15.89989185333252,384101000,54.00244013553527,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-11,15.84000015258789,16.027999877929688,15.562999725341797,16.000999450683594,15.991838455200195,353285000,54.69873118641264,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-12,16.100000381469727,16.636999130249023,15.491999626159668,16.51099967956543,16.50154685974121,551409000,58.45333313130005,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-13,16.277999877929688,16.922000885009766,16.165000915527344,16.89900016784668,16.889324188232422,447287000,61.0951565819666,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-17,16.89900016784668,17.72800064086914,16.89900016784668,17.70199966430664,17.691865921020508,511102000,65.924397101974,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-18,17.66699981689453,17.87299919128418,17.281999588012695,17.37700080871582,17.367053985595703,439624000,62.54071726019909,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-19,17.035999298095703,17.19700050354004,16.731000900268555,16.764999389648438,16.755403518676758,452932000,56.64471336612903,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-20,17.01099967956543,17.856000900268555,16.825000762939453,17.839000701904297,17.82878875732422,564967000,63.201128840728124,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-23,18.06399917602539,19.2450008392334,17.81800079345703,19.19300079345703,19.1820125579834,655163000,69.46952614102928,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-24,18.82699966430664,19.4950008392334,18.81999969482422,19.264999389648438,19.25396728515625,496204000,69.76446345221844,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-25,18.913000106811523,19.3700008392334,18.579999923706055,19.322999954223633,19.311939239501953,449537000,70.01575745811533,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-26,19.701000213623047,20.166000366210938,19.277999877929688,19.802000045776367,19.79066276550293,489535000,72.07958930939456,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-27,19.461999893188477,20.628000259399414,19.405000686645508,20.364999771118164,20.35334014892578,542142000,74.31718265341377,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-30,19.950000762939453,20.139999389648438,19.149999618530273,19.16200065612793,19.151031494140625,488611000,62.74578711141601,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-01-31,19.170000076293945,19.687000274658203,18.950000762939453,19.53700065612793,19.52581787109375,498017000,64.59631491342812,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-01,19.69099998474121,21.191999435424805,19.611000061035156,20.94300079345703,20.931011199951172,660477000,70.51085729460738,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-02,21.0,21.948999404907227,20.700000762939453,21.708999633789062,21.696571350097656,564276000,73.14326594958337,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-03,21.0,21.7450008392334,20.788999557495117,21.100000381469727,21.087921142578125,429366000,67.94985123810136,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-06,20.805999755859375,21.56999969482422,20.785999298095703,21.089000701904297,21.076929092407227,452197000,67.85613480921963,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-07,21.381999969482422,22.259000778198242,21.149999618530273,22.17300033569336,22.16030502319336,664150000,71.96037861246327,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-08,22.386999130249023,22.878000259399414,22.007999420166016,22.204999923706055,22.19228744506836,559651000,72.07373547975365,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-09,22.606000900268555,23.020000457763672,22.1200008392334,22.336999893188477,22.3242130279541,523876000,72.56642377298436,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-10,21.690000534057617,22.077999114990234,20.81100082397461,21.264999389648438,21.252824783325195,550737000,62.86618656220633,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-13,21.538000106811523,22.04800033569336,20.961999893188477,21.788000106811523,21.775524139404297,474919000,65.30304329311708,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-14,21.577999114990234,23.048999786376953,21.365999221801758,22.97100067138672,22.957849502563477,675474000,70.08510598066925,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-15,22.548999786376953,22.854999542236328,22.106000900268555,22.763999938964844,22.750965118408203,420575000,68.310973811214,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-16,22.132999420166016,22.549999237060547,21.927000045776367,22.00200080871582,21.989404678344727,412026000,62.08100004966253,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-17,21.631000518798828,21.739999771118164,20.975000381469727,21.38800048828125,21.375755310058594,465888000,57.52823152445277,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-21,21.0,21.493999481201172,20.618000030517578,20.655000686645508,20.64317512512207,410015000,52.571585724191,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-22,20.707000732421875,21.104000091552734,20.42099952697754,20.753999710083008,20.742116928100586,513184000,53.15859973630664,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-23,23.440000534057617,23.88800048828125,23.024999618530273,23.663999557495117,23.65045166015625,1117995000,66.34456245386481,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-24,23.225000381469727,23.474000930786133,22.94700050354004,23.285999298095703,23.272668838500977,589716000,63.83095680533053,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-27,23.670000076293945,23.8799991607666,23.45400047302246,23.500999450683594,23.487545013427734,452994000,64.65130190143546,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-02-28,23.371999740600586,23.825000762939453,23.20599937438965,23.215999603271484,23.202707290649414,455963000,62.62367222171508,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-03-01,23.191999435424805,23.256000518798828,22.507999420166016,22.697999954223633,22.68500518798828,460026000,59.001697673938075,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-03-02,22.488000869750977,23.3799991607666,22.43199920654297,23.31399917602539,23.3006534576416,389415000,61.829021407374256,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
2023-03-03,23.31999969482422,23.899999618530273,23.1299991607666,23.889999389648438,23.87632179260254,412393000,64.30765276047943,MACD_12_26_9,MACDh_12_26_9,MACDs_12_26_9,NVDA
